Village,Nitrogen - High,Nitrogen - Medium,Nitrogen - Low,Phosphorous - High,Phosphorous - Medium,Phosphorous - Low,Potassium - High,Potassium - Medium,Potassium - Low,OC - High,OC - Medium,OC - Low,EC - Saline,EC - Non Saline,pH - Acidic,pH - Neutral,pH - Alkaline
Thiyaganur,0,0,133,14,97,22,96,37,0,1,0,132,14,119,0,121,12
Punavasal,0,0,153,19,89,45,109,34,10,0,0,152,8,144,0,149,3
Laddivadi,0,0,150,16,83,51,89,52,9,0,0,150,0,150,0,149,1
Puliamkurichi,0,0,18,4,5,9,14,4,0,0,0,18,0,18,0,18,0
Kattukkottai,0,0,5,5,0,0,1,4,0,0,0,5,0,5,0,5,0
Manivilundan,0,0,21,11,9,1,12,9,0,0,0,21,0,21,0,19,2
Pinnanur,0,0,5,4,1,0,5,0,0,0,0,5,0,5,0,3,2
Iluppanatham,0,0,7,4,3,0,2,5,0,0,0,7,0,7,0,7,0
Kavarpanai,0,0,7,4,2,1,4,3,0,0,0,7,0,7,0,6,1
Nattar Agraharam,0,0,4,2,2,0,4,0,0,0,0,4,0,4,0,4,0
Aragalur,0,0,2,2,0,0,1,1,0,0,0,2,0,2,0,1,1
Vellaiyur,0,0,7,5,1,1,0,7,0,0,0,7,0,7,0,7,0
Veppampoondi,0,0,4,3,1,0,2,2,0,0,0,4,0,4,0,2,2
Nathakkarai,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0,0,2
Periyeri,0,0,3,2,1,0,1,2,0,0,0,3,0,3,0,3,0
Sarvoy,0,0,10,3,5,2,6,4,0,0,0,10,0,10,0,10,0
Pallipalayam,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Sitheri,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Veeraganur,0,0,5,4,1,0,5,0,0,0,0,5,0,5,0,5,0
Govindampalayam,0,0,2,2,0,0,1,1,0,0,0,2,0,2,0,2,0
Mammudi,0,0,2,1,1,0,1,1,0,0,0,2,0,1,0,2,0
Talaivasal,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
East Rajapalayam,0,0,5,2,1,2,4,1,0,0,0,5,0,5,0,5,0
Pagudapadi,0,0,3,2,1,0,3,0,0,0,0,3,0,3,0,3,0
Chokkanur Agraharam,0,0,3,1,1,1,3,0,0,0,0,3,0,3,0,3,0
Puthur,0,0,5,1,0,4,2,3,0,0,0,5,0,5,0,5,0
Deviakkurichi,0,0,3,3,0,0,0,3,0,0,0,3,0,3,0,3,0
Navalur,0,0,4,4,0,0,4,0,0,0,0,4,0,4,0,4,0
Kamakkapalayam,0,0,3,3,0,0,2,1,0,0,0,3,0,3,0,3,0
Sathapadi,0,0,4,4,0,0,4,0,0,0,0,4,0,4,0,4,0
Thenkumarai,0,0,4,4,0,0,4,0,0,0,0,4,0,4,0,4,0
Vadakumarai,0,0,3,3,0,0,3,0,0,0,0,3,0,3,0,3,0
Siruvachur North,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Siruvachur(South),0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
Pullakkavundampatti Agraharam,0,0,145,17,59,69,27,88,30,0,0,145,0,145,0,144,1
Sellappampatti,0,0,80,23,32,27,44,40,0,1,1,76,2,76,0,71,6
Irugalur,0,0,91,36,41,14,55,33,3,0,0,91,1,90,0,85,6
Pullakkavundampatti,0,0,136,42,45,49,60,75,1,0,0,135,1,135,0,134,2
Sanniyasipatti Ag.,0,0,122,55,34,33,60,58,4,0,0,122,0,122,0,121,1
Irugalur Pudupalayam  ,0,0,110,7,35,68,88,22,0,0,0,110,25,85,0,108,2
Chinnakavundanur,0,0,15,13,2,0,6,7,2,0,0,15,0,15,0,12,3
Kottavarudampatti,0,0,7,3,3,1,7,0,0,0,0,7,0,7,0,5,2
Annadanapatti,0,0,7,7,0,0,7,0,0,0,0,7,0,7,0,4,3
Vettukkadupatti,0,0,8,2,5,1,5,3,0,0,0,8,0,8,0,8,0
Puchampatti,0,0,9,3,5,1,5,4,0,0,0,9,0,9,0,6,3
Avarangampalayam,0,0,7,7,0,0,6,1,0,0,0,7,0,7,0,4,3
Aiveli,0,0,5,3,2,0,4,1,0,0,0,5,0,5,0,5,0
Devanakavandanur,0,0,15,8,6,1,5,10,0,0,0,15,0,15,0,15,0
Morur Bit2 - ,0,0,13,13,0,0,5,7,1,0,0,13,0,13,0,7,6
Uthupalayam,0,1,4,0,3,2,2,3,0,0,0,5,0,5,0,5,0
Valayasettipalayam,0,0,6,1,3,2,6,0,0,0,0,6,0,6,0,6,0
Kasturippatti - ,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,2,0
Sankari - ,0,0,9,1,6,2,3,6,0,0,0,9,0,9,0,7,2
Veppampatti,0,0,6,1,3,2,5,1,0,0,0,6,0,6,0,6,0
Manjakalpatti,0,0,9,3,5,1,0,9,0,0,0,9,1,8,0,9,0
Vadugapatti,0,0,9,6,2,1,3,6,0,0,0,9,0,9,0,8,1
Sungidivarathampatti,0,0,5,2,2,1,5,0,0,0,0,5,0,5,0,5,0
Olakkachinnanur,0,0,9,5,4,0,2,7,0,0,0,9,0,9,0,9,0
Morur Bit 1,0,0,5,5,0,0,1,3,1,0,0,5,0,5,0,5,0
Kaveripatti,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kaveripatti,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Virachchipalayam,0,0,18,7,4,7,7,9,2,0,0,18,0,18,0,18,0
Arasiramani Bit1 - ,0,0,12,12,0,0,4,8,0,0,0,12,0,12,0,11,1
Arasiramani Bit2 -,0,0,20,17,3,0,9,11,0,0,0,20,0,20,0,19,1
Alathur,0,0,5,5,0,0,1,4,0,0,0,5,0,5,0,5,0
Koneripatti Ag.,0,0,6,6,0,0,3,3,0,0,0,6,0,6,0,6,0
Katteri,0,0,23,7,7,9,4,17,2,0,0,23,0,23,0,23,0
Kaveripatti Agraharam,0,0,19,7,8,4,7,8,4,0,0,19,0,19,0,19,0
Koneripatti,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Andipatti-Sowdapuram,0,0,110,4,47,59,68,29,13,1,0,109,0,110,0,90,20
Sanniyasigundu (CT),0,0,131,14,69,48,58,64,9,0,0,131,0,131,0,122,9
Selathampatti (CT),0,0,96,10,79,7,65,31,0,0,0,96,3,93,0,89,7
Kondappanaickenpatti (CT),0,0,21,1,14,6,12,9,0,0,0,21,0,21,0,17,4
Chettichavadi,0,0,20,10,6,4,13,7,0,0,0,20,0,20,0,18,2
Tirumalaigiri (CT),0,0,10,2,6,2,10,0,0,0,0,9,0,10,0,9,1
Inam Vedakuttampatti - ,0,0,5,1,3,1,5,0,0,0,0,5,0,5,0,4,1
Dalavaipatti (CT),0,0,5,0,2,3,1,4,0,0,0,5,0,5,0,5,0
Mallamooppampatti (CT),0,0,5,0,3,2,2,3,0,0,0,5,0,5,0,4,1
A.Ayyamperumalpatti,0,0,5,0,1,4,2,3,0,0,0,5,0,5,0,5,0
Kandhampatty,0,0,5,5,0,0,5,0,0,0,0,5,0,5,0,5,0
Tumbal,0,0,150,58,78,14,115,33,2,0,2,147,2,148,0,144,6
Umayalpuram,0,0,142,15,79,48,127,15,0,0,0,142,1,141,0,125,17
Ettapur Karadipatti,0,0,100,17,55,28,79,21,0,2,0,98,0,100,0,28,72
Kottavadi,0,0,112,8,54,50,42,65,5,0,0,112,2,110,0,112,0
Puthiragoundampalayam,0,0,159,2,77,80,128,30,1,0,0,159,2,157,0,159,0
Virakavundanur,0,0,43,9,33,1,43,0,0,0,0,43,0,43,0,43,0
Mettudaiyampalayam,0,0,102,2,42,58,83,19,0,0,0,102,1,101,0,101,1
Kalarampatty,0,0,7,7,0,0,7,0,0,0,0,7,1,6,0,7,0
Ariyapalayam,0,0,10,10,0,0,10,0,0,0,0,10,2,8,0,10,0
Muthakavandanur,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Vadakuttampatti,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Thamayanur,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
West Rajapalayam,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Muthakavandanur,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Vadakuttampatti,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Thamayanur,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
West Rajapalayam,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Gopalapuram,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,3,0
Rangappanaickenpalayam,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Panaimadal,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,3,0
Malayalapatti,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,3,0
Sekkadipatti,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Neyyamalai,0,0,3,3,0,0,3,0,0,0,0,3,3,0,0,3,0
Idaiyappatti,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
Abinavam,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
Belurkaradipatti,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Chinnaksrishnapuram,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0
Periakriashnapuram,0,0,2,2,0,0,2,0,0,0,0,2,1,1,0,2,0
Parappatti,0,0,126,43,46,37,63,52,11,0,0,126,2,124,0,126,0
Thammanayakkanpatti,0,0,103,25,58,20,59,41,3,0,0,103,14,89,0,102,1
Kammalapatti,0,0,141,9,83,49,82,59,0,1,0,140,0,141,0,141,0
Ammapalayam,0,0,9,2,7,0,8,1,0,0,0,9,0,9,0,7,2
Thumbalpatti,0,0,8,1,5,2,1,7,0,0,0,8,0,8,0,8,0
Sambakuttaipatti,0,0,4,0,2,2,1,2,1,0,0,4,0,4,0,3,1
Adimalaipatti,0,0,16,1,6,9,9,6,1,0,0,16,0,16,0,16,0
Nallikkalpatti,0,0,9,4,5,0,1,8,0,0,0,9,0,9,0,9,0
Gajallnayakkanpatti,0,0,4,0,4,0,1,3,0,0,0,4,0,4,0,3,1
Sandiyur,0,0,6,2,4,0,0,6,0,0,0,6,0,6,0,6,0
Jalluthuppatti,0,0,5,0,3,2,1,4,0,0,0,5,0,5,0,5,0
Valakuttapatti,0,0,7,2,1,4,3,4,0,0,0,7,0,7,0,0,7
Erumanayakanpalayam,0,0,4,4,0,0,4,0,0,0,0,4,0,4,0,0,4
Nilavarapatti (Part),0,1,12,10,2,1,10,3,0,0,0,13,0,13,0,13,0
Sandiyur Attayampatti,0,0,9,3,5,1,6,3,0,0,0,9,0,9,0,0,9
Basuvanathampatti,0,0,14,10,3,1,10,4,0,0,0,14,0,14,0,3,11
Errachinnampatti,0,1,8,6,2,1,7,2,0,0,0,9,0,9,0,1,8
Vaniyampadi,0,0,6,5,1,0,0,6,0,0,0,6,0,6,0,1,5
Eruvadipettampatti,0,0,10,4,4,2,6,4,0,0,0,10,0,10,0,1,9
Jarikondalampatti - ,0,0,5,5,0,0,4,1,0,0,0,5,0,5,0,3,2
Amanikondalampatti - ,0,0,5,5,0,0,4,1,0,0,0,5,0,5,0,4,1
Neykkarappatti (CT),0,0,10,10,0,0,3,7,0,0,0,10,0,10,0,10,0
Jalluthuppatti R.F.,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Nuleathukombai,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Panamarathupatti - ,0,0,9,3,4,2,4,5,0,0,0,9,0,9,0,9,0
Pallitherupatti,0,0,5,4,1,0,3,2,0,0,0,5,0,5,0,5,0
Mukkuthipalayam,0,0,6,3,2,1,1,5,0,0,0,6,0,6,0,6,0
Vengampatti - ,0,0,7,2,3,2,0,7,0,0,0,7,0,7,0,7,0
Mallur - ,0,0,7,3,3,1,5,2,0,0,0,7,0,7,0,7,0
Tippampatti,0,0,5,5,0,0,2,3,0,0,0,5,0,5,0,5,0
Konamaduvu,0,0,4,2,2,0,2,2,0,0,0,4,0,4,0,4,0
kuralnatham,0,0,5,3,2,0,5,0,0,0,0,5,0,5,0,5,0
Jerugumalai,0,0,5,5,0,0,4,1,0,0,0,5,0,5,0,5,0
Tippampatti,0,0,5,5,0,0,2,3,0,0,0,5,0,5,0,5,0
Konamaduvu,0,0,4,2,2,0,2,2,0,0,0,4,0,4,0,4,0
kuralnatham,0,0,5,3,2,0,5,0,0,0,0,5,0,5,0,5,0
Jerugumalai,0,0,5,5,0,0,4,1,0,0,0,5,0,5,0,5,0
Kondalampatti (CT),0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0
Sikkanampatti,0,0,120,29,63,28,46,72,2,0,0,120,4,115,0,115,4
Omalur,0,1,153,30,91,33,84,66,4,0,0,153,3,151,0,135,19
Kottagoundampatty (CT),0,0,104,20,61,23,37,53,14,0,0,104,0,104,0,99,5
M.Chettipatti,0,0,102,41,53,8,65,23,14,0,0,102,3,99,0,98,4
Pachanampatti,0,0,134,5,59,70,54,79,1,0,0,131,0,128,0,120,2
Mungilpadi,0,0,107,11,46,50,80,27,0,0,0,107,0,107,0,42,65
Muthunaickenpatti,0,2,153,3,53,99,71,82,2,0,0,155,0,155,0,155,0
Kamalapuram,0,0,11,4,2,5,3,7,1,0,0,11,0,11,0,10,1
Thathayampatti,0,0,7,5,0,2,4,3,0,0,0,7,0,7,0,6,1
Pottipuram,0,0,6,3,1,2,1,5,0,0,0,6,0,6,0,6,0
Tumbipadi,0,0,15,8,5,2,8,5,2,0,0,15,0,15,0,15,0
Karuppanampatti,0,0,5,4,0,1,4,1,0,0,0,5,0,5,0,3,2
Kottamettupatti,0,0,4,3,1,0,2,2,0,0,0,4,0,4,0,3,1
Kullamanickenpatti,0,0,5,5,0,0,0,5,0,0,0,5,0,5,0,4,1
Umbilikamaramangalam,0,0,7,5,1,1,4,3,0,0,0,7,0,7,0,6,1
Sangitapatti,0,0,5,4,1,0,4,1,0,0,0,5,0,5,0,5,0
Sekkarapatti,0,0,5,0,5,0,4,1,0,0,0,5,0,5,0,4,1
Naranampalayam,0,1,4,2,3,0,5,0,0,0,0,5,0,5,0,5,0
Balbakki,0,0,8,5,2,1,5,3,0,0,0,8,0,8,0,8,0
Panjakalipatti,0,0,6,5,1,0,1,5,0,0,0,6,0,6,0,5,1
Karuppur - ,0,2,3,5,0,0,0,5,0,0,0,5,0,5,0,5,0
Manguppai,0,0,4,3,0,1,4,0,0,0,0,4,0,4,0,2,2
Mailapalaiyam,0,0,5,4,1,0,1,4,0,0,0,5,0,5,0,3,2
Ettikuttapatti,0,0,5,3,2,0,1,4,0,0,0,5,0,5,0,5,0
Puliyampatti,0,1,3,4,0,0,3,1,0,0,0,4,0,4,0,4,0
Vellakkalpatty (CT),0,0,5,4,1,0,2,3,0,0,0,5,0,5,0,1,4
Chellapillaikuttai,0,2,11,8,2,3,7,6,0,0,0,13,0,13,0,13,0
Saminayakkanpatti,0,0,5,4,1,0,4,1,0,0,0,5,0,5,0,2,3
Pagalpatti,0,0,7,5,1,1,4,3,0,0,0,7,0,7,0,7,0
Jagadevampatti,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Thathayangarpatti,0,0,5,0,0,5,2,3,0,0,0,5,0,5,0,5,0
Periyerippatti,0,0,5,0,4,1,5,0,0,0,0,5,0,5,0,5,0
Tindamangalam,0,0,6,1,2,3,4,2,0,0,0,6,0,6,0,6,0
Sakkarachettipatti,0,0,4,0,0,4,2,2,0,0,0,4,0,4,0,4,0
Thekkampatti,0,0,2,0,0,2,1,1,0,0,0,2,0,2,0,2,0
Vellalapatti,0,0,8,0,3,5,3,5,0,0,0,8,0,8,0,8,0
Vedappatti,0,0,4,1,3,0,4,0,0,0,0,4,0,4,0,4,0
Kaminaickanpatti.,0,0,2,0,1,1,2,0,0,0,0,2,0,2,0,2,0
Gobinathapuram,0,0,4,0,0,4,2,2,0,0,0,4,0,4,0,4,0
Chikkampatti,0,0,5,1,4,0,4,1,0,0,0,5,0,5,0,5,0
Kollappatti,0,0,5,3,2,0,3,2,0,0,0,5,0,5,0,5,0
T.Maramangalam,0,0,2,0,0,2,0,2,0,0,0,2,0,2,0,2,0
Tholasampatti,0,0,4,0,0,4,0,4,0,0,0,4,0,4,0,4,0
Thondumaniyam,0,0,4,0,0,4,1,3,0,0,0,4,0,4,0,4,0
Reddipatti,0,0,5,1,2,2,4,1,0,0,0,5,0,5,0,5,0
T.Maramangalam,0,0,3,0,1,2,1,2,0,0,0,3,0,3,0,3,0
Tholasampatti,0,0,6,0,2,4,2,4,0,0,0,6,0,6,0,6,0
Thondumaniyam,0,0,4,0,0,4,1,3,0,0,0,4,0,4,0,4,0
Reddipatti,0,0,5,1,2,2,4,1,0,0,0,5,0,5,0,5,0
Kattaperiyampatti,0,0,4,4,0,0,0,3,1,0,0,4,0,4,0,4,0
Veerakkal,1,0,151,19,97,36,116,31,5,0,0,152,0,152,1,150,1
Doramangalam (CT),0,0,137,0,77,60,33,103,1,0,0,137,0,137,0,137,0
Periyasoragai,0,0,16,8,6,2,9,5,2,0,0,16,0,16,0,15,1
Mallikuttappatti,0,0,9,6,3,0,4,4,1,0,0,9,0,9,0,8,1
Veerakalputhur -,0,1,6,0,6,1,6,1,0,0,0,7,0,7,0,6,1
Chinnasoragai,0,0,6,0,6,0,6,0,0,0,0,5,0,6,0,6,0
Dasagappatti,0,0,9,2,5,2,9,0,0,0,0,9,0,9,0,9,0
Vanavasi,0,0,22,13,5,4,11,10,1,0,0,22,0,22,0,22,0
Soorappalli,0,0,18,5,9,4,13,5,0,0,0,18,0,18,0,17,1
Gonur West - ,0,0,26,19,5,2,3,21,2,0,0,26,0,26,0,26,0
Nangavalli - ,0,0,4,1,3,0,4,0,0,0,0,4,0,4,0,4,0
Pottaneri Nallakavundanpatti - ,0,0,32,2,20,10,16,15,1,0,0,32,0,32,0,20,12
Karikkapatti,0,0,7,1,4,2,7,0,0,0,0,7,0,7,0,4,3
Avadattur (CT),0,0,14,1,10,3,11,3,0,0,0,14,0,14,0,14,0
Gonur East,0,0,39,30,9,0,7,23,9,0,0,39,0,39,0,39,0
Pottaneri,0,0,171,24,97,50,88,68,15,0,0,171,2,169,0,157,14
Banapuram,0,0,136,10,43,83,52,68,16,0,0,136,4,132,2,124,10
Vellar,0,0,187,11,96,80,32,122,33,0,0,187,0,187,0,137,49
Koonandiyur,0,0,6,1,3,2,0,4,2,0,0,6,0,6,0,6,0
Thethigiripatti,0,0,6,1,4,1,0,6,0,0,0,6,0,6,0,6,0
Olaipatti,0,0,10,7,1,2,3,7,0,0,0,10,3,7,0,10,0
Pallipatti,0,0,17,1,10,6,1,14,2,0,0,17,1,16,0,17,0
Amaram,0,0,13,5,8,0,4,9,0,0,0,13,1,12,0,13,0
Mecheri - ,0,0,32,16,16,0,6,19,7,0,0,32,2,30,0,32,0
Chinnasattappadi,0,0,6,2,4,0,0,6,0,0,0,6,0,6,0,6,0
Periyasattappadi,0,0,8,4,4,0,5,3,0,0,0,8,0,8,0,8,0
Mallikundam,0,0,26,1,13,12,0,15,11,0,0,26,0,26,0,25,1
Virudasampatti,0,0,16,0,9,7,8,8,0,0,0,16,0,16,0,15,1
M.Kalipatti,0,0,18,1,12,5,9,8,1,0,0,18,1,17,0,18,0
Bukkampatti,0,0,10,0,8,2,2,8,0,0,0,10,0,10,0,10,0
Kuttapatti,0,0,33,32,1,0,14,19,0,0,0,33,3,30,0,33,0
Koppampatti,0,0,3,2,1,0,0,3,0,0,0,3,0,3,0,3,0
Aranganur,0,1,34,31,2,2,5,30,0,0,0,35,5,30,0,35,0
Manathal Nallakavundampatti,0,0,5,2,3,0,1,4,0,0,0,5,0,5,0,5,0
Koppam,0,0,4,4,0,0,1,3,0,0,0,4,0,4,0,4,0
Kanagagiri,0,0,110,8,65,37,68,42,0,0,0,110,32,78,0,110,0
Gudalur,0,0,173,3,56,114,110,61,2,0,0,173,0,173,0,170,2
Pudur,0,0,7,0,4,3,4,3,0,0,0,7,0,7,0,7,0
Vaikuntam,0,0,17,4,6,7,8,8,1,0,0,17,0,17,0,17,0
Kannanderi,0,0,11,0,2,9,5,6,0,0,0,11,0,11,0,11,0
Thappakuttai (CT),0,0,5,0,4,1,2,3,0,0,0,5,0,5,0,5,0
Egapuram,0,0,6,1,3,2,2,4,0,0,0,6,0,6,0,6,0
Agraharam Talaiyur,0,0,5,0,4,1,4,1,0,0,0,5,0,5,0,5,0
Gedikaval,0,0,5,0,2,3,2,3,0,0,0,5,0,5,0,4,1
Naduvaneri (CT),0,0,5,0,4,1,1,4,0,0,0,5,0,5,0,5,0
Kandarakulamanickam,0,0,7,2,3,2,6,1,0,0,0,7,0,7,0,7,0
Eranapuram (CT),0,0,11,4,3,4,7,4,0,0,0,11,0,11,0,10,1
Kalikavundanpalayam,0,0,9,3,3,3,5,4,0,0,0,9,0,9,0,9,0
Idanganasalai Bit1,0,0,9,0,3,6,1,8,0,0,0,9,0,9,0,9,0
Idanganasalai Bit2,0,0,6,1,1,4,2,3,1,0,0,6,0,6,0,6,0
Konasamudram,0,1,145,31,44,71,91,55,0,0,0,146,0,146,0,135,11
Erumaipatti,0,0,162,8,53,101,81,79,2,0,0,162,0,162,0,145,17
Koranampatti,0,0,21,16,5,0,21,0,0,0,0,21,0,21,0,0,21
Tangayur,0,0,21,13,6,2,16,4,1,0,0,21,0,21,0,8,13
Vellalapuram,0,0,15,9,4,2,15,0,0,0,0,15,0,15,0,5,10
Konganapuram - ,0,0,13,4,8,1,11,2,0,0,0,13,0,13,0,1,12
Samudram,0,0,20,3,14,3,19,1,0,0,0,20,0,20,0,3,17
Puduppalayam,0,0,8,1,5,2,8,0,0,0,1,7,0,8,0,0,8
Kachchippalli,0,0,16,7,9,0,12,4,0,0,0,16,0,16,0,0,16
Kurumbapatti,0,0,9,3,5,1,9,0,0,0,0,9,0,9,0,0,9
Moolakkadu,0,0,131,37,81,13,96,32,3,0,0,131,1,130,0,131,0
Thinnappatti,0,1,148,65,65,19,106,41,2,0,1,148,17,131,0,148,0
Kolnaikenpatti,0,0,14,6,4,4,0,9,5,0,0,14,0,14,0,14,0
Sampalli,0,0,5,0,0,5,0,4,1,0,0,5,0,5,0,5,0
Navappatti,0,0,6,1,4,1,0,5,1,0,0,6,0,6,0,6,0
Kannamoochi,0,0,3,3,0,0,3,0,0,0,0,3,0,3,0,3,0
Palamalai,0,0,10,10,0,0,0,7,3,0,0,10,0,10,0,11,0
Kannamoochi,0,0,5,4,1,0,3,2,0,0,0,5,0,5,0,5,0
Palamalai,0,0,10,10,0,0,0,7,3,0,0,10,0,10,0,11,0
Alamarathupatti,0,0,23,23,0,0,0,7,16,0,0,23,0,23,0,23,0
Danishpet,1,1,174,35,88,53,63,104,9,0,0,176,0,176,0,164,12
Kookuttapatti,0,0,160,18,90,52,59,97,4,0,0,160,0,160,0,156,4
Darapuram,0,0,142,37,74,31,136,5,1,0,8,134,1,141,0,141,0
Bommiyampatti R.F.,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0,2,0
Kongupatti North,0,0,10,2,5,3,5,5,0,0,0,10,0,10,0,10,0
Semmandapatti,0,0,19,0,11,8,8,11,0,0,0,19,0,19,0,19,0
Mookanur,0,0,5,0,2,3,0,5,0,0,0,5,0,5,0,5,0
Poosaripatti,0,0,3,0,0,3,1,2,0,0,0,3,0,3,0,3,0
Dasasamudram,0,0,4,1,3,0,4,0,0,0,0,4,0,4,0,4,0
Pannapatti,0,1,6,0,4,3,4,3,0,0,0,7,0,7,0,7,0
Marakkottai,0,0,7,1,5,1,2,5,0,0,0,7,0,7,0,7,0
Kanjanayakanpatti,0,0,13,1,8,4,6,7,0,0,0,13,0,13,0,12,1
Kongupatti (SOUTH),0,0,6,1,3,2,0,6,0,0,0,6,0,6,0,6,0
Naduppatti,0,0,4,2,1,1,1,3,0,0,0,4,0,4,0,4,0
Elathur,0,0,10,2,6,2,3,7,0,0,0,10,0,10,0,10,0
Nachanampatti,0,0,6,2,1,3,3,3,0,0,0,6,0,6,0,6,0
Deevattipatti,0,0,2,1,1,0,1,1,0,0,0,2,0,2,0,2,0
Kanavoipudur R.F.,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Kanavoipudur,0,0,7,0,6,1,7,0,0,0,0,7,0,7,0,7,0
Gundikkal,0,0,6,0,3,3,4,2,0,0,0,6,0,6,0,6,0
Kethunaickenpatty pudur,0,0,8,0,7,1,7,1,0,0,0,8,0,8,0,8,0
Kadayampatti,0,0,12,0,4,8,2,10,0,0,0,12,0,12,0,12,0
Kadayampatti North,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
Kadayampatti south,0,0,3,0,0,3,1,2,0,0,0,3,0,3,0,3,0
Sekkarapatti,0,0,2,0,2,0,0,1,1,0,0,2,0,2,0,2,0
Veppilai,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,2,0
Chettimankurichi,0,0,170,11,96,63,104,65,1,0,0,170,0,170,0,136,34
Dadapuram,0,0,155,9,65,81,119,36,0,0,0,155,2,153,0,145,10
Vembaneri,0,0,9,0,5,4,6,2,1,0,0,9,0,9,0,5,4
Adaiyur,0,0,8,0,2,6,6,2,0,0,0,8,0,8,0,7,1
Poolampatti,0,0,4,0,0,4,2,2,0,0,0,4,0,4,0,4,0
Vellarivalli,0,0,21,2,14,5,15,6,0,0,0,21,0,21,0,10,11
Edappadi,0,0,5,0,2,3,3,2,0,0,0,5,0,5,0,5,0
Avaniperur(East),0,0,5,0,1,4,4,1,0,0,0,5,0,5,0,5,0
Nedungulam,0,0,7,1,2,4,5,1,1,0,0,7,0,7,0,4,3
Chinnamanali,0,0,5,0,4,1,4,1,0,0,0,5,0,5,0,4,1
Aavaniperur(West),0,0,4,0,2,2,2,2,0,0,0,4,0,4,0,4,0
Irupali,0,0,5,0,4,1,4,1,0,0,0,5,0,5,0,5,0
Pakkanadu,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
Chittur Bit 1,0,0,4,0,2,2,3,1,0,0,0,4,0,4,0,2,2
Manmalai,0,0,157,37,52,68,109,34,14,0,0,157,0,157,0,155,2
Jangama Samudram,0,0,78,6,34,38,62,11,5,0,0,78,0,78,0,75,3
Krishnapuram,0,0,148,0,42,106,44,104,0,0,0,148,0,148,0,147,1
Valasakkalpatti,0,0,2,0,0,2,0,2,0,0,0,2,0,2,0,2,0
Gangavalli,0,0,8,1,2,5,4,4,0,0,0,8,0,8,0,8,0
Seradimulai,0,0,3,0,0,3,3,0,0,0,0,3,0,3,0,3,0
Sengadu,0,0,8,0,3,5,8,0,0,0,0,8,0,8,0,8,0
Pillaiyarmathi,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
Valacombai,0,0,15,0,2,13,9,6,0,0,0,15,1,14,0,15,0
Mudakkupatty,0,0,7,1,1,5,1,5,1,0,0,7,0,7,0,7,0
Thedavur,0,0,8,3,3,2,6,2,0,0,0,8,0,8,0,8,0
Othiyathur,0,0,6,4,1,1,2,4,0,0,0,6,0,6,0,6,0
Naduvalur,0,0,8,4,2,2,5,3,0,0,0,8,0,8,0,8,0
Sentharapatti,0,0,5,4,1,0,1,4,0,0,0,5,0,5,0,5,0
Ulipuram,0,0,6,5,1,0,0,4,2,0,0,6,0,6,0,6,0
Nagiampatty,0,0,5,5,0,0,0,4,1,0,0,5,0,5,0,5,0
Pachamalai,0,0,4,3,1,0,0,3,1,0,0,4,0,4,0,4,0
Kondayampalli,0,0,10,9,1,0,0,9,1,0,0,10,0,10,1,9,0
